image,before_psnr,after_psnr,before_ssim,after_ssim,before_uciqe,after_uciqe,before_uiqm,after_uiqm
497_img_.png,17.103354013257082,16.263226730273633,0.8388581,0.85345393,3.8383586,4.0729685,0.6137259577914758,0.6357443276181101
498_img_.png,15.188363008982893,15.429961693568455,0.6596265,0.6849211,3.6849613,3.6403935,0.41479635834660983,0.36513542087252226
499_img_.png,24.114141643864265,23.714825674667313,0.8698294,0.8183784,5.59156,5.2694154,0.5402053436242608,0.4831745270410681
49_img_.png,22.309298555094156,18.98010510440795,0.85998553,0.7694281,4.367431,5.372639,0.4072730811764042,0.42360764884768703
4_img_.png,20.323513298562826,21.71457886132362,0.8809739,0.89746356,5.031451,5.795263,0.6409832847438518,0.616011595751298
501_img_.png,14.802077551198405,17.00528672085765,0.668227,0.6908838,3.0448258,3.4371638,0.4223084887075378,0.4137093276314314
502_img_.png,21.260891018569282,19.888626327703072,0.8238508,0.85079485,4.2282414,5.1192927,0.7431760356740615,0.857397161417491
503_img_.png,18.567211553791957,19.865243983137457,0.70433664,0.7819378,2.3035092,2.9684923,0.5263975153337345,0.6127824169371615
504_img_.png,17.688921234457744,16.634684638471633,0.60757595,0.6366561,3.661488,5.5709453,0.214790033405648,0.2585848650862744
505_img_.png,16.799101405586793,18.092481282670228,0.6518045,0.7119219,2.44167,4.9310565,0.31617323405440984,0.38849197861046425
506_img_.png,24.23131421682307,18.592028896858327,0.8615269,0.7385047,5.742398,6.7405725,0.7138157150327407,0.6878082291375436
507_img_.png,26.885595497527977,22.043800735084474,0.9753209,0.9451055,3.3826213,4.837825,0.659734940659003,0.7102149106552481
508_img_.png,17.396790525660364,18.658568591636772,0.8080161,0.8451707,7.5995903,8.656201,0.40157274382058544,0.40713252114498394
509_img_.png,16.338116729393914,17.007387214227087,0.73047876,0.7967759,4.5603194,8.067095,0.40868480366964205,0.4366246283107707
50_img_.png,17.471743029684667,16.387206865371446,0.7689733,0.8223247,2.9423265,4.9193316,0.5296774319861717,0.47938643386072566
510_img_.png,15.501427397937942,16.41700339259217,0.60905766,0.71148425,4.307018,4.116802,0.44960168002700723,0.42782627394193223
511_img_.png,19.55882878944436,16.039367209246134,0.91678864,0.85522395,4.175247,7.413391,0.6791219708597122,0.5101343617093573
512_img_.png,22.273458751223863,22.532092026559,0.94898826,0.9178376,3.907403,5.658889,0.6653107194251981,0.6877549926138986
513_img_.png,15.41338439161644,20.140951525467177,0.8449237,0.83827907,6.213968,6.684389,0.8309543443062146,0.8238629122279614
515_img_.png,14.014138973146604,16.810217748640568,0.56104994,0.66324526,2.1402488,2.9643214,0.4259135167234859,0.482013345587902
516_img_.png,18.55533124754305,17.52410119836062,0.69914585,0.7336478,4.3385067,6.8707113,0.41682088556143393,0.4567720518539705
517_img_.png,22.29667573961864,17.49397101819031,0.8781163,0.77915287,7.6607833,8.64129,0.7845040824214728,0.6962902650810029
518_img_.png,11.185717473633767,14.80560124668284,0.46347305,0.5843615,2.3342047,2.1295147,0.3182330933107852,0.302500428267984
519_img_.png,12.726237298718367,13.080796466486252,0.6619759,0.6313054,4.0819077,3.6540096,0.5391990150275022,0.4686300167595478
51_img_.png,18.253404968916172,20.50249879211846,0.8136923,0.893858,3.721907,5.784224,0.43506086797105137,0.4246178995816853
524_img_.png,17.80615136321941,19.141863961678173,0.7571152,0.8354072,5.07604,6.058218,0.6652678815972962,0.6556971607153623
526_img_.png,11.753936536313013,11.920546587641825,0.63520354,0.6386667,3.7588975,3.7683659,0.4982161531676585,0.4275871932842076
527_img_.png,15.989034323900103,19.590504207242606,0.8217664,0.88322616,2.790166,3.33783,0.3912859709741419,0.4083996565421871
528_img_.png,10.625241296801459,11.485527323656331,0.64005417,0.66808826,3.1865027,3.3835008,0.44299772456550085,0.45714112012343683
52_img_.png,15.799459570225288,14.097707381073183,0.7129224,0.6744854,3.4453113,3.393131,0.48718723186939333,0.421443658457675
530_img_.png,18.8423299684662,19.104054710008327,0.8520202,0.88006085,6.951645,8.216584,0.5510899474348627,0.6078875031962025
531_img_.png,15.924138394255241,15.546982174878734,0.81114864,0.8207558,3.816183,4.334069,0.8221937840233956,0.7732911212109036
532_img_.png,16.43200653076519,16.917051243972352,0.620066,0.68371075,4.6140265,5.444875,0.45823887305348987,0.5533954062663087
533_img_.png,12.838266821824773,13.537974606892957,0.55841255,0.6341571,4.9128237,6.491155,0.4756265452403409,0.528153078904014
534_img_.png,15.218414630941568,11.81504971393926,0.8298666,0.7780803,3.6551616,3.8940136,0.4538757087913999,0.48810794033382704
535_img_.png,16.034395415258707,19.19736513899374,0.72291774,0.7849042,2.302336,2.9080315,0.4654016888625981,0.48314405457126325
536_img_.png,19.535365502702543,22.676125274186553,0.8548084,0.9067748,4.092713,6.028117,0.46686079309904305,0.49422610655520105
537_img_.png,15.98340028378898,20.56046997507298,0.7655649,0.8470626,2.2787974,3.5730898,0.4945033100947174,0.508466174012035
538_img_.png,15.10534969792098,18.95051023342473,0.68046385,0.82973987,1.7323446,2.390194,0.39687003403102805,0.3957272509799051
539.png,15.609786745640257,15.860597168162062,0.6845135,0.75603724,4.170188,4.3594837,0.5434086831169415,0.5502293123841561
539_img_.png,16.98214112476286,17.524517132924455,0.805463,0.80634326,6.072911,7.493664,0.5972467064017265,0.5598539143604866
53_img_.png,11.069318048537113,10.41258130040491,0.49888042,0.40586066,2.7587092,4.6788745,0.6261306019427861,0.6476688166313282
540_img_.png,13.83558941451912,16.460697482630675,0.66745096,0.81964654,2.1444054,2.7370787,0.366946435189837,0.3995951149588843
541_img_.png,15.313315971010976,17.170296314328738,0.6522994,0.7920292,2.286149,2.34868,0.4109691942810946,0.45044900663718873
542_img_.png,14.213298381647636,15.721517301027975,0.6795323,0.80479115,1.7862219,2.281436,0.41550315775613095,0.47221106783669575
543_img_.png,13.2776164541915,16.031228882221036,0.637794,0.7791032,2.6359346,2.878477,0.4916342177845736,0.4872542909606946
544_img_.png,10.714758537344798,10.373192856048998,0.61779714,0.6286939,1.2988347,1.6656089,0.18205203772882797,0.2123745341539535
545_img_.png,11.666111445271694,11.3718808617542,0.61661536,0.631496,0.8513037,1.131245,0.11387041602187245,0.14029639370678362
546_img_.png,14.056792211059914,17.162345610457546,0.47189918,0.61056393,1.7424663,2.5181546,0.40329311526369627,0.39915257615635436
547_img_.png,19.304287099471054,18.372808824067963,0.75868016,0.79949707,3.3479836,4.3518214,0.5345687857226771,0.6252818267257337
549_img_.png,13.299692332829483,12.957878168827284,0.6194362,0.64102435,1.6603596,2.0937226,0.1845899387497725,0.14712323210407702
550_img_.png,13.69552454075021,15.281762314201314,0.5990986,0.7223241,2.329046,3.372726,0.3376508025587803,0.3191114691142121
